# w_1 mu_1 mu_2 sigma_1 sigma_2 logL logPrior
3.200401990662575247e-01 -1.705374179616413743e-01 3.588397742289578751e+00 1.371446218128259620e+00 9.755266166055531762e-01 -3.876462438421144270e+03 0.000000000000000000e+00
3.128614804895660795e-01 -1.548218607886445164e-01 3.584144095017278264e+00 1.410076916269559666e+00 9.675696999859285663e-01 -3.876462107859917523e+03 0.000000000000000000e+00
2.982891259906345627e-01 -2.124596270943600040e-01 3.552381507440584230e+00 1.367653298943110274e+00 9.716804870242786718e-01 -3.876461284394430550e+03 0.000000000000000000e+00
2.876430182642313871e-01 -2.994673591101368881e-01 3.531596022902478982e+00 1.303829711213423836e+00 9.946975356678027236e-01 -3.876460613021257814e+03 0.000000000000000000e+00
3.126551343563161445e-01 -1.343481254418481818e-01 3.566061462917045510e+00 1.409363705575875869e+00 9.542837549993351542e-01 -3.876458699076992161e+03 0.000000000000000000e+00
3.155558238568593743e-01 -8.591726478761751995e-02 3.579344270710732356e+00 1.402505606154905271e+00 9.711427064150685018e-01 -3.876457262920841913e+03 0.000000000000000000e+00
3.057772518095038250e-01 -1.285745778272131545e-01 3.547509174759854389e+00 1.381437260523908694e+00 9.810886552568388597e-01 -3.876456952829614693e+03 0.000000000000000000e+00
3.292231332358872553e-01 -1.138322612417152768e-01 3.574974991700632376e+00 1.407069912028469094e+00 9.653548359594688044e-01 -3.876456234357334324e+03 0.000000000000000000e+00
2.935446787638782418e-01 -2.533168166084058814e-01 3.534862458639314919e+00 1.269953040104399467e+00 9.801862963063382450e-01 -3.876455742720691887e+03 0.000000000000000000e+00
2.894977698254324050e-01 -2.992281555573800267e-01 3.540472807764875274e+00 1.303398447892149425e+00 9.934673090092382974e-01 -3.876455611067900463e+03 0.000000000000000000e+00
3.145771543525775482e-01 -2.578177864108516237e-01 3.553697739927731192e+00 1.324174560902683595e+00 9.665863679362411975e-01 -3.876455590751521868e+03 0.000000000000000000e+00
2.945460224168950369e-01 -2.519855042201886164e-01 3.502355791162789167e+00 1.319801801314468337e+00 9.922204725381997825e-01 -3.876454200556720934e+03 0.000000000000000000e+00
2.988241399942758725e-01 -2.933985721733505247e-01 3.514847568042303472e+00 1.291017692399563987e+00 9.749034625702869272e-01 -3.876453808805847984e+03 0.000000000000000000e+00
3.066460870819349149e-01 -2.448954627355463542e-01 3.508430735455803529e+00 1.328483511187106947e+00 9.800204384443855776e-01 -3.876453544745430918e+03 0.000000000000000000e+00
2.890142991313921494e-01 -2.982191116922188745e-01 3.518593638733825468e+00 1.319471384263676272e+00 1.005713534703227330e+00 -3.876452152594112704e+03 0.000000000000000000e+00
3.003247322251936247e-01 -2.646169792337680349e-01 3.510498834916560451e+00 1.288560886024336050e+00 9.761967628992618273e-01 -3.876449843674753538e+03 0.000000000000000000e+00
2.893081052509561268e-01 -2.658754337824953407e-01 3.537709350795929186e+00 1.277857151737183505e+00 9.956072981118997411e-01 -3.876449708206598189e+03 0.000000000000000000e+00
3.125878287742209216e-01 -1.649744635521391278e-01 3.558494222252855721e+00 1.356477771143818956e+00 9.990669276156282086e-01 -3.876449061033053113e+03 0.000000000000000000e+00
3.098841132375269036e-01 -1.348968185603791337e-01 3.565695153497860925e+00 1.374813287571521547e+00 9.908856411648986340e-01 -3.876447331828369897e+03 0.000000000000000000e+00
2.979792701487393725e-01 -3.120637498921222108e-01 3.546610934329577969e+00 1.309985959677952172e+00 9.816163805883612037e-01 -3.876446269750287684e+03 0.000000000000000000e+00
3.229664948644726530e-01 -1.224620924595313243e-01 3.548048631748689008e+00 1.388276515791863064e+00 9.636831095859076379e-01 -3.876446098582700870e+03 0.000000000000000000e+00
3.068760401315568376e-01 -2.102665335176118477e-01 3.525844320855135106e+00 1.323569431136710550e+00 9.634020698782448378e-01 -3.876445972772683490e+03 0.000000000000000000e+00
3.011307960765079450e-01 -2.841528905511918612e-01 3.512362197240460393e+00 1.327668061409272182e+00 9.786542148002560504e-01 -3.876445221192764620e+03 0.000000000000000000e+00
2.888844268296404949e-01 -3.308633799199065528e-01 3.526835881025809805e+00 1.293342940541909014e+00 1.005893432337926052e+00 -3.876444639137964259e+03 0.000000000000000000e+00
3.266978034651731866e-01 -1.198853752067885886e-01 3.570566709666025851e+00 1.415252798420880254e+00 9.538431620018373858e-01 -3.876444491686926995e+03 0.000000000000000000e+00
3.218374603159590008e-01 -1.653234605489030118e-01 3.549398816747337371e+00 1.405795495017528429e+00 9.696475512107470829e-01 -3.876443769656052609e+03 0.000000000000000000e+00
2.975713295906812772e-01 -3.022371626630188102e-01 3.505070762399958184e+00 1.328725284751323565e+00 9.961580310952403705e-01 -3.876443542283820079e+03 0.000000000000000000e+00
2.909211237716020637e-01 -2.512734673966467991e-01 3.547695393061260916e+00 1.299862228196614344e+00 9.885768631490899905e-01 -3.876441675443122676e+03 0.000000000000000000e+00
3.018934590870611667e-01 -1.472371053379989692e-01 3.563191563132333872e+00 1.363984363195382299e+00 9.760019013795495635e-01 -3.876440562560354920e+03 0.000000000000000000e+00
3.061855665871447418e-01 -2.723219182519789894e-01 3.520866790673991442e+00 1.278957468011341803e+00 9.764167224939822587e-01 -3.876440173412276636e+03 0.000000000000000000e+00
3.251610116498902525e-01 -9.005162373758757166e-02 3.594036335530715220e+00 1.420270301346177044e+00 9.543021088077842107e-01 -3.876439567526273095e+03 0.000000000000000000e+00
3.024493395598276679e-01 -3.013287720953081172e-01 3.534225713792642942e+00 1.294901326890144810e+00 1.012087928216851340e+00 -3.876438835287388429e+03 0.000000000000000000e+00
3.219024873056952618e-01 -1.073782429935642990e-01 3.569700970760632419e+00 1.394517195973631773e+00 9.468542188392139458e-01 -3.876437349011304832e+03 0.000000000000000000e+00
3.031573887588057126e-01 -2.759031068493644767e-01 3.543582050598709898e+00 1.357352829981000930e+00 9.746440290003316465e-01 -3.876436937051496443e+03 0.000000000000000000e+00
3.052095843870890057e-01 -1.686074200839459691e-01 3.539458216636508059e+00 1.354768357163113279e+00 9.602482296908259052e-01 -3.876436918441665057e+03 0.000000000000000000e+00
3.074310810654674042e-01 -1.427543334996548841e-01 3.540504827716453473e+00 1.328539547318278613e+00 9.725214204409706742e-01 -3.876436867671520758e+03 0.000000000000000000e+00
2.859433043967913868e-01 -3.204121501067492828e-01 3.509912215128068613e+00 1.282598747951660734e+00 1.011567667410645743e+00 -3.876435055085958084e+03 0.000000000000000000e+00
3.290898456729012267e-01 -1.069692051030807223e-01 3.580269941023007441e+00 1.398917210042668779e+00 9.641605484558348760e-01 -3.876433857801089289e+03 0.000000000000000000e+00
2.983932933892193273e-01 -2.696701335834620905e-01 3.560944623494300743e+00 1.337262406406473314e+00 9.867408846252787580e-01 -3.876433379050601616e+03 0.000000000000000000e+00
3.011079693392842982e-01 -2.193495625885831801e-01 3.573929268238387635e+00 1.325665791694385476e+00 9.838723328672763779e-01 -3.876433020976799526e+03 0.000000000000000000e+00
3.237438034838318601e-01 -1.190425187724933331e-01 3.590957169889170686e+00 1.419623009442314121e+00 9.551578424557911617e-01 -3.876432446266248007e+03 0.000000000000000000e+00
3.053773713728104022e-01 -1.709128441744038329e-01 3.520472465889155078e+00 1.333464131314823220e+00 9.870147727819752470e-01 -3.876431954970063089e+03 0.000000000000000000e+00
2.922446710863299546e-01 -2.728743391463585022e-01 3.499385342003792587e+00 1.311152880935852361e+00 1.002755313093127487e+00 -3.876431949840080051e+03 0.000000000000000000e+00
2.915408403318180408e-01 -3.006035313091908190e-01 3.497668901521766127e+00 1.257176976069923180e+00 1.001848632218641955e+00 -3.876431717028991898e+03 0.000000000000000000e+00
3.008937960245948728e-01 -2.901093610864767802e-01 3.544747862332156885e+00 1.282039873533395991e+00 1.007353246900327681e+00 -3.876430926245584942e+03 0.000000000000000000e+00
2.936597115339294461e-01 -2.713032711264256602e-01 3.543746814691989933e+00 1.286091749623481606e+00 9.756265805181185691e-01 -3.876429875524610907e+03 0.000000000000000000e+00
3.122037349375179627e-01 -1.711855010784262554e-01 3.555984154737189318e+00 1.340384853255031317e+00 9.504748553848889614e-01 -3.876429842203260705e+03 0.000000000000000000e+00
3.113744430307530675e-01 -1.109334261977604069e-01 3.558570502930796131e+00 1.377834215419954544e+00 9.574419032867951262e-01 -3.876429683367204234e+03 0.000000000000000000e+00
2.974555013609631038e-01 -3.344218104001132619e-01 3.523711493626974001e+00 1.253436229932378243e+00 9.952987784803518645e-01 -3.876429028507340263e+03 0.000000000000000000e+00
3.086778412819601303e-01 -1.150659859661717771e-01 3.559568498749352550e+00 1.357149686368805064e+00 9.784675379650712435e-01 -3.876427989726256328e+03 0.000000000000000000e+00
3.118547914130995746e-01 -2.205014752842725800e-01 3.548530274399420925e+00 1.333562392878547831e+00 9.546500668020081459e-01 -3.876427303084215964e+03 0.000000000000000000e+00
3.011740368588362027e-01 -1.866535872099478466e-01 3.552750643040849532e+00 1.323731020605009912e+00 9.616314778879991865e-01 -3.876426828578496952e+03 0.000000000000000000e+00
3.151088632007379431e-01 -1.649286849188010551e-01 3.564631384160672489e+00 1.319201015809595701e+00 9.850658361870370250e-01 -3.876426817002658481e+03 0.000000000000000000e+00
3.036016362064035135e-01 -1.691729635510929586e-01 3.532386787752876511e+00 1.321095065801749513e+00 9.710341742830796985e-01 -3.876426598654811187e+03 0.000000000000000000e+00
3.083172766794496367e-01 -1.700520863391336568e-01 3.539590184835066822e+00 1.393998160851549040e+00 9.665546155404616258e-01 -3.876426120502309004e+03 0.000000000000000000e+00
3.131749794375224272e-01 -1.734617812652910485e-01 3.553449304831605371e+00 1.354521778206642324e+00 1.000231969535261056e+00 -3.876425835507598549e+03 0.000000000000000000e+00
3.213522602187485755e-01 -1.034931166672975605e-01 3.569744127542256784e+00 1.391460677430526482e+00 9.475319146026174311e-01 -3.876425768535345924e+03 0.000000000000000000e+00
3.022551242415307260e-01 -2.043778015503952272e-01 3.569413332073477108e+00 1.356802334204741944e+00 9.915080020244472214e-01 -3.876424913802506580e+03 0.000000000000000000e+00
3.022264444381660420e-01 -2.982829369438656508e-01 3.521639655275363712e+00 1.289583662700767963e+00 1.014900218197801074e+00 -3.876424581078651045e+03 0.000000000000000000e+00
3.062536479569553105e-01 -2.171904362898767205e-01 3.521533201102572175e+00 1.348290668774288159e+00 9.681156533354978722e-01 -3.876419673818071715e+03 0.000000000000000000e+00
2.990870881980006724e-01 -1.943965128364783801e-01 3.534441060221013675e+00 1.373954270500981290e+00 9.891067555658761279e-01 -3.876419491815134279e+03 0.000000000000000000e+00
3.158979083007501520e-01 -1.302655563386937165e-01 3.578840156347984802e+00 1.391254528824769077e+00 9.473339868195658209e-01 -3.876419153893662042e+03 0.000000000000000000e+00
3.169509946591728689e-01 -1.571651133630387054e-01 3.568085435312205345e+00 1.323677561061194830e+00 9.586474249287326721e-01 -3.876417035684855364e+03 0.000000000000000000e+00
3.146410051472803282e-01 -8.955145054289688489e-02 3.559436756353876685e+00 1.387275621454375774e+00 9.689555698365276415e-01 -3.876416674328857425e+03 0.000000000000000000e+00
3.178996697427848850e-01 -1.461895300663513808e-01 3.590057624337789743e+00 1.352210795983500136e+00 9.583087363544748882e-01 -3.876416542454097907e+03 0.000000000000000000e+00
2.873581529705630522e-01 -3.160419458714319729e-01 3.499813968124045438e+00 1.279278645000481163e+00 1.012032850957315766e+00 -3.876416507742498652e+03 0.000000000000000000e+00
3.146559070812810499e-01 -2.076377911552139965e-01 3.528078919748805831e+00 1.358843530891338025e+00 9.954937353731864169e-01 -3.876416081250492425e+03 0.000000000000000000e+00
3.021338356557137228e-01 -1.998694976161602965e-01 3.558394446453252868e+00 1.361485821056897194e+00 9.606468868676482087e-01 -3.876415922117345417e+03 0.000000000000000000e+00
2.953180986574677758e-01 -2.405896088352228457e-01 3.527222866867365525e+00 1.353130298473989024e+00 9.812999350137466825e-01 -3.876414330062209046e+03 0.000000000000000000e+00
3.231042135227324419e-01 -9.029422384182626826e-02 3.577299658839480312e+00 1.372391419914400945e+00 9.654496732230299916e-01 -3.876413954342180659e+03 0.000000000000000000e+00
2.965009898912269182e-01 -2.528150337220356758e-01 3.535260211740629988e+00 1.348229447517091506e+00 1.006540262489657778e+00 -3.876413570007157432e+03 0.000000000000000000e+00
2.887836125036017942e-01 -3.231844308125350063e-01 3.505299770204019616e+00 1.251815440168170701e+00 9.983715105707229309e-01 -3.876412620910939495e+03 0.000000000000000000e+00
3.209589505665438880e-01 -1.313544449719635243e-01 3.586221671740524641e+00 1.415707224820725862e+00 9.529970490737407207e-01 -3.876411372432690314e+03 0.000000000000000000e+00
3.038461352105329971e-01 -2.355705600186980553e-01 3.524598196647401149e+00 1.301453161662074809e+00 9.666549989155064360e-01 -3.876411153235726488e+03 0.000000000000000000e+00
3.065048318624445378e-01 -1.678787170098258175e-01 3.567964321991584420e+00 1.401571990079556240e+00 9.727747427165338578e-01 -3.876408634926719969e+03 0.000000000000000000e+00
3.013921426912531398e-01 -1.532757283268966764e-01 3.544358944302238079e+00 1.335727815404154750e+00 9.839548174688080850e-01 -3.876407156028075406e+03 0.000000000000000000e+00
3.106719216337238132e-01 -2.090918919170228485e-01 3.546048999421024472e+00 1.384241360618585936e+00 9.612084086703567287e-01 -3.876405107623302683e+03 0.000000000000000000e+00
2.945775951230211742e-01 -3.088800027957652183e-01 3.542192727153967713e+00 1.314925880990730711e+00 9.857391075068916431e-01 -3.876404886262268519e+03 0.000000000000000000e+00
3.016664167740554792e-01 -2.354818475132234024e-01 3.556299929325982934e+00 1.356068785823498546e+00 1.000369002553459508e+00 -3.876404116746418367e+03 0.000000000000000000e+00
3.207276539554034800e-01 -1.289125671007786134e-01 3.548312886160343016e+00 1.353047645423027356e+00 9.684937736902277106e-01 -3.876403724835826779e+03 0.000000000000000000e+00
3.123675330981217080e-01 -1.443447482166058116e-01 3.555579425332945576e+00 1.417202197821577414e+00 9.793424451364532990e-01 -3.876401121417458853e+03 0.000000000000000000e+00
2.929109116903563237e-01 -2.963538087730946402e-01 3.494732908352835565e+00 1.278463979738018175e+00 9.983785793488948457e-01 -3.876400205774853475e+03 0.000000000000000000e+00
3.170409570101047625e-01 -1.970661609287602534e-01 3.527969029706957915e+00 1.343063878667223321e+00 9.866520975570555185e-01 -3.876398620712954653e+03 0.000000000000000000e+00
3.057639065470517670e-01 -2.409191108879954468e-01 3.510445200232449103e+00 1.303964908971398717e+00 9.791784539713686009e-01 -3.876396017051237777e+03 0.000000000000000000e+00
3.026659097235209206e-01 -2.136371023694133009e-01 3.570438004185871428e+00 1.354894071885747397e+00 9.654513951442523778e-01 -3.876395931326242135e+03 0.000000000000000000e+00
3.050593129182723739e-01 -2.329462367652358201e-01 3.574502855401620494e+00 1.316793022826007853e+00 9.709428771523569424e-01 -3.876395701185686448e+03 0.000000000000000000e+00
2.989547616838046373e-01 -3.398477786611814322e-01 3.510265935786247571e+00 1.283460415612796890e+00 9.958014400080033024e-01 -3.876395346415968561e+03 0.000000000000000000e+00
3.199543709546489589e-01 -1.974660775239947819e-01 3.536510058554746649e+00 1.341983898413700027e+00 9.805117259433684396e-01 -3.876395316955987255e+03 0.000000000000000000e+00
3.256769711973537262e-01 -1.079911149144332366e-01 3.575971257164221040e+00 1.424292194485912821e+00 9.551241666747465331e-01 -3.876394005163299880e+03 0.000000000000000000e+00
3.072701990715760445e-01 -1.954045943846787481e-01 3.551817621900454469e+00 1.291644041865257275e+00 9.683934742612418933e-01 -3.876393016557086867e+03 0.000000000000000000e+00
3.123970731989046401e-01 -2.065574446926604357e-01 3.576126500277487352e+00 1.323668151687075856e+00 9.849661568657784860e-01 -3.876392877941835195e+03 0.000000000000000000e+00
2.996212546105269103e-01 -2.742963401375420052e-01 3.499551963874723892e+00 1.309528122245419590e+00 9.902252876223301969e-01 -3.876390040537223285e+03 0.000000000000000000e+00
3.182277912066152625e-01 -2.087026089450150779e-01 3.533841636658982210e+00 1.330711845062367393e+00 9.849775703427987583e-01 -3.876389994299296632e+03 0.000000000000000000e+00
3.069185829563064183e-01 -1.255467565155323761e-01 3.546671083225914956e+00 1.364395880454179588e+00 9.723635804280426065e-01 -3.876389547601114828e+03 0.000000000000000000e+00
2.960554488276089247e-01 -3.121877402981334537e-01 3.542541317211110652e+00 1.294026894576211895e+00 9.814415205099874528e-01 -3.876389328968784412e+03 0.000000000000000000e+00
3.161548612837864480e-01 -2.198688138164082151e-01 3.527904122590085567e+00 1.348873471730081652e+00 9.741646197383228012e-01 -3.876387788412983355e+03 0.000000000000000000e+00
3.007597235534956170e-01 -2.561037468564847375e-01 3.515578361752408121e+00 1.313205425157669914e+00 9.722097720297278034e-01 -3.876387227130875999e+03 0.000000000000000000e+00
2.926596171755953546e-01 -2.900692128693551641e-01 3.547150155064736854e+00 1.314298791052124660e+00 9.921316584937124317e-01 -3.876386014097580301e+03 0.000000000000000000e+00
2.953771448646012598e-01 -2.331813975355729596e-01 3.529487522936168187e+00 1.272994202347659476e+00 9.860672695740170246e-01 -3.876384627893316065e+03 0.000000000000000000e+00
3.075427346147415752e-01 -2.320213757984691538e-01 3.522898263907122018e+00 1.368944045004811150e+00 9.969240227508356922e-01 -3.876384359486893572e+03 0.000000000000000000e+00
3.078174215205056186e-01 -3.038055315853143146e-01 3.524205323517050292e+00 1.314041102404041483e+00 9.960995019840713782e-01 -3.876383569113185786e+03 0.000000000000000000e+00
3.128158123188695128e-01 -1.241526862808269016e-01 3.580823833568824721e+00 1.410966470168176112e+00 9.643708569791278329e-01 -3.876382974596363965e+03 0.000000000000000000e+00
2.928921908107487426e-01 -2.518600337654247068e-01 3.531949692256505458e+00 1.271583749482828818e+00 1.001685828763655195e+00 -3.876382890277399838e+03 0.000000000000000000e+00
3.075215336070039607e-01 -2.159699001135456931e-01 3.556756240138394087e+00 1.358113728814674959e+00 9.557112098428649505e-01 -3.876382341731998167e+03 0.000000000000000000e+00
3.073088326666423287e-01 -2.333383397530809089e-01 3.543495627674475568e+00 1.336929328655658056e+00 1.008660557204922092e+00 -3.876381605485600176e+03 0.000000000000000000e+00
3.058019751592549462e-01 -1.985483555440432368e-01 3.527785778151882212e+00 1.345746076161030036e+00 9.644713595144512874e-01 -3.876380805929516555e+03 0.000000000000000000e+00
3.023328384625976195e-01 -2.548913464202230417e-01 3.557870700553085186e+00 1.361774077208938838e+00 9.902101328369553590e-01 -3.876380686663833330e+03 0.000000000000000000e+00
2.989091338346643312e-01 -2.267759464764837751e-01 3.544534025874359173e+00 1.320141380816094001e+00 9.633700229837744988e-01 -3.876380633164258143e+03 0.000000000000000000e+00
3.124986894116036917e-01 -2.616017214313762218e-01 3.561531778140904159e+00 1.336979774432917711e+00 9.861971641391140686e-01 -3.876380079146558273e+03 0.000000000000000000e+00
2.984285809601859851e-01 -2.235178089783483590e-01 3.522166411061113056e+00 1.293892616675978768e+00 1.006619946393763287e+00 -3.876378823187588750e+03 0.000000000000000000e+00
2.883205362115940362e-01 -3.143854137520314396e-01 3.531418562620161072e+00 1.279525980141650088e+00 9.979492238627071243e-01 -3.876378676428298149e+03 0.000000000000000000e+00
3.157806174255771703e-01 -1.553560238989367404e-01 3.563014521077799479e+00 1.328047089181911389e+00 9.563144971450542320e-01 -3.876378357467163369e+03 0.000000000000000000e+00
3.078660133698721268e-01 -1.924550039338863150e-01 3.527455114038600126e+00 1.358789094500558958e+00 1.001677177143173170e+00 -3.876378266077636454e+03 0.000000000000000000e+00
2.922799096136199926e-01 -2.889938938760749365e-01 3.505182454824049110e+00 1.294191193678113638e+00 9.868177648001482671e-01 -3.876378155562139000e+03 0.000000000000000000e+00
3.136983244493427025e-01 -1.106509398901364127e-01 3.584469898559722090e+00 1.403242218928548724e+00 9.629007950386666570e-01 -3.876376676726559708e+03 0.000000000000000000e+00
2.898183955865231143e-01 -2.900461555259311597e-01 3.524881564091688624e+00 1.318427584349885162e+00 1.005043861712366926e+00 -3.876374633776772043e+03 0.000000000000000000e+00
3.072371693656344993e-01 -2.781458934525480875e-01 3.554846226643038065e+00 1.345389828735481963e+00 9.762005634270001231e-01 -3.876372739544834076e+03 0.000000000000000000e+00
3.107187287850854962e-01 -2.607283499290948270e-01 3.540279224006548819e+00 1.332757274058898433e+00 1.002783641617626564e+00 -3.876370768952543585e+03 0.000000000000000000e+00
3.136602553657011350e-01 -1.249694121085764831e-01 3.546935096797008580e+00 1.369574497730789542e+00 9.600237198579782971e-01 -3.876367866414619130e+03 0.000000000000000000e+00
3.019599687954830358e-01 -2.533947437981389772e-01 3.565247608519972022e+00 1.348180923159270073e+00 9.763532356856409189e-01 -3.876367689565780893e+03 0.000000000000000000e+00
2.904901964996568497e-01 -2.914844222023778020e-01 3.539149310753922695e+00 1.293333257620049581e+00 1.003773435653935620e+00 -3.876365696447283426e+03 0.000000000000000000e+00
3.154348212951976205e-01 -2.039852924420184066e-01 3.542372086359023342e+00 1.381760104533405142e+00 9.921922109745590079e-01 -3.876365653183458562e+03 0.000000000000000000e+00
3.045323938743111358e-01 -2.052697666279475197e-01 3.537158048956030587e+00 1.317775898161243964e+00 1.007082928760490992e+00 -3.876365562149321249e+03 0.000000000000000000e+00
3.142509664881316667e-01 -2.190339797805842537e-01 3.539343370594730587e+00 1.295423529717304900e+00 9.822127480654303522e-01 -3.876364638655786621e+03 0.000000000000000000e+00
3.030821133054548144e-01 -2.396667282901095430e-01 3.560208935329926216e+00 1.305451588433878429e+00 9.643385770034598181e-01 -3.876363653455799522e+03 0.000000000000000000e+00
3.191732339450364386e-01 -1.222505230429758727e-01 3.545431770220622170e+00 1.394312895059012680e+00 9.680795195099293204e-01 -3.876363254526494529e+03 0.000000000000000000e+00
3.151979925004877447e-01 -1.919713868325262363e-01 3.585360913051118814e+00 1.374986006130178184e+00 9.643546178506585687e-01 -3.876362373584149736e+03 0.000000000000000000e+00
3.213314578286155521e-01 -1.137194007995198375e-01 3.556582430746795698e+00 1.411211436842622069e+00 9.746027224680302581e-01 -3.876361735722954108e+03 0.000000000000000000e+00
2.946609757092977233e-01 -2.723352472654508860e-01 3.518940908003849621e+00 1.275623612377130955e+00 9.789007578971899992e-01 -3.876361727535097998e+03 0.000000000000000000e+00
3.258083370019021485e-01 -1.116490036555013998e-01 3.584944959111468155e+00 1.414267322816036510e+00 9.535058463423459196e-01 -3.876358669217161605e+03 0.000000000000000000e+00
2.929762699642979862e-01 -2.317198958846491408e-01 3.541322081507995101e+00 1.325014836608194857e+00 9.786763574487009620e-01 -3.876355650732533832e+03 0.000000000000000000e+00
3.093761781169450664e-01 -2.728021159516396676e-01 3.530259360684589343e+00 1.303860673461292974e+00 1.003619200830007330e+00 -3.876354181361273731e+03 0.000000000000000000e+00
3.073817913599046214e-01 -1.361970269518216481e-01 3.569242605910318833e+00 1.339961871379843794e+00 9.700320091600350692e-01 -3.876353559921273700e+03 0.000000000000000000e+00
2.997207240766030512e-01 -3.351464792827274497e-01 3.519154097228624156e+00 1.298593566486881068e+00 1.002279794127411527e+00 -3.876352652170527108e+03 0.000000000000000000e+00
3.104149904848290120e-01 -1.550479558467467989e-01 3.533700798727259951e+00 1.361275917653501866e+00 9.658782045438816244e-01 -3.876352357204065356e+03 0.000000000000000000e+00
2.962737575443086802e-01 -1.979106448590391421e-01 3.527331765839165634e+00 1.341797362916638425e+00 9.859993958812403037e-01 -3.876352120536907933e+03 0.000000000000000000e+00
2.921011059081651262e-01 -3.159830204382793606e-01 3.527792135375067417e+00 1.265996496626445644e+00 9.869296501427730073e-01 -3.876351653749597062e+03 0.000000000000000000e+00
2.996245416484568103e-01 -2.861245607164296101e-01 3.530508295731884960e+00 1.336036951949502338e+00 1.008610365376431783e+00 -3.876351077934514251e+03 0.000000000000000000e+00
3.159188211474905916e-01 -1.556683553361188910e-01 3.556658698200950486e+00 1.319747779935389165e+00 9.654588133160278973e-01 -3.876350879611207802e+03 0.000000000000000000e+00
3.190536511128099217e-01 -1.522935238658734147e-01 3.576065694094578973e+00 1.403775814303908742e+00 9.521900535715621672e-01 -3.876349693962609308e+03 0.000000000000000000e+00
3.171074995527504159e-01 -1.479022284854333291e-01 3.538697381854622570e+00 1.388431732298311294e+00 9.816190482018446462e-01 -3.876349038539419325e+03 0.000000000000000000e+00
2.890429059440311477e-01 -2.929676835391792911e-01 3.524325746149700400e+00 1.282495366488037414e+00 9.868643691667349227e-01 -3.876348551681794561e+03 0.000000000000000000e+00
3.208150019315243462e-01 -1.545498861971324744e-01 3.553758781807636158e+00 1.406296945878613647e+00 9.627007650880973211e-01 -3.876345255710476067e+03 0.000000000000000000e+00
3.114550806168881469e-01 -2.644946430859482223e-01 3.529247000353629815e+00 1.300421938267731337e+00 9.766333462493157480e-01 -3.876344705308392349e+03 0.000000000000000000e+00
3.083866964877606809e-01 -1.682809270134418278e-01 3.562397769463468311e+00 1.379989055281402921e+00 9.552954362203248673e-01 -3.876342824204818498e+03 0.000000000000000000e+00
3.162209818156985763e-01 -1.346747314445120025e-01 3.568261074489738949e+00 1.424470820888709799e+00 9.698709128424045645e-01 -3.876342402805486017e+03 0.000000000000000000e+00
2.959262869336933832e-01 -2.669046678992992305e-01 3.505895226272943255e+00 1.277677128627510372e+00 1.009233348594589685e+00 -3.876340360814186170e+03 0.000000000000000000e+00
2.947592755047514501e-01 -3.195548193212143229e-01 3.520715213429897350e+00 1.283792747169044901e+00 9.825847278311372612e-01 -3.876340055067671528e+03 0.000000000000000000e+00
3.057770314621438557e-01 -2.023651265298136437e-01 3.544640309961402558e+00 1.394465639288615888e+00 9.865166550124653266e-01 -3.876339034506689131e+03 0.000000000000000000e+00
2.987174187783297463e-01 -3.306993293383739263e-01 3.505628320323247227e+00 1.273733118210643056e+00 9.991643064516053663e-01 -3.876338956377056547e+03 0.000000000000000000e+00
3.225220999627684826e-01 -9.615986473240967225e-02 3.582317297924491495e+00 1.424256980191664246e+00 9.645407854630250188e-01 -3.876338523026674011e+03 0.000000000000000000e+00
3.204259294491705878e-01 -1.328613726234540993e-01 3.578487863236823774e+00 1.422580232845337855e+00 9.597038343535002625e-01 -3.876338111569647026e+03 0.000000000000000000e+00
3.027853808496164811e-01 -3.099364895448007973e-01 3.520593778834047782e+00 1.265005862915282053e+00 9.920136355049529175e-01 -3.876337731339226593e+03 0.000000000000000000e+00
3.048358866091542829e-01 -2.883273965466686128e-01 3.542439534893115471e+00 1.271996866525910264e+00 9.841187428623097144e-01 -3.876337456213915175e+03 0.000000000000000000e+00
3.085736158101390902e-01 -2.920628887223256642e-01 3.537713662452037777e+00 1.303341483881671037e+00 9.773582173235924042e-01 -3.876337396025381167e+03 0.000000000000000000e+00
3.199027231926733217e-01 -2.056372848896445837e-01 3.570214214450965429e+00 1.356515107730172920e+00 9.611849705056115800e-01 -3.876335026028698394e+03 0.000000000000000000e+00
3.249594109222399552e-01 -1.568530982891263581e-01 3.563227268727023223e+00 1.379321142843104919e+00 9.585514338460440209e-01 -3.876334724261251722e+03 0.000000000000000000e+00
3.042395270631056969e-01 -2.096571368164505123e-01 3.575607173385904947e+00 1.352647302403554130e+00 9.691983540060664648e-01 -3.876334521835439318e+03 0.000000000000000000e+00
3.013372288702892976e-01 -1.813860046202357690e-01 3.566246827174342382e+00 1.357754591380762932e+00 9.853217157639829749e-01 -3.876334285620133414e+03 0.000000000000000000e+00
3.051762391592467982e-01 -2.107118514319545888e-01 3.522061516736175513e+00 1.340292559965449604e+00 9.693151756726975377e-01 -3.876333885333025137e+03 0.000000000000000000e+00
2.945930277556614296e-01 -2.129777097719973145e-01 3.529615794420254193e+00 1.310690462824241953e+00 9.807044993122978616e-01 -3.876333075553234266e+03 0.000000000000000000e+00
3.210583328024025351e-01 -1.535803602618614760e-01 3.550023108814012396e+00 1.380776982237435391e+00 9.842299120526839529e-01 -3.876332162812256684e+03 0.000000000000000000e+00
